id,name,gender,origin,type,nationality,study,education,revenue
311,Orano,0,NA,1,FR,NA,NA,NA
312,Meta Consulting LLC,0,NA,1,US,NA,NA,NA
313,Salesforce,0,NA,1,US,NA,NA,NA
314,Renault-Nissan BV,0,NA,1,NL,NA,NA,NA
315,Renault,0,NA,1,FR,NA,NA,NA
316,"Nissan Motor Co., Ltd.",0,NA,1,JP,NA,NA,NA
317,Robert Peugeot,1,1950,3,FR,NA,NA,NA
318,École Centrale Paris,0,NA,3,FR,NA,NA,NA
319,Raketenschule der Luftwaffe,0,1964,8,US,NA,NA,NA
320,NATO Programming Centre,0,1970,8,BE,NA,NA,NA
321,Peugeot Invest,0,NA,1,FR,NA,NA,NA
322,Stellantis,0,NA,1,NL,NA,NA,NA
323,PSA Peugeot Citroën,0,NA,1,FR,NA,NA,NA
324,Faurecia,0,NA,1,FR,NA,NA,NA
325,Laurent Guillot,1,1969,3,FR,NA,NA,NA
326,Zaragoza University,0,NA,4,ES,NA,NA,NA
327,École des Ponts ParisTech,0,NA,3,FR,NA,NA,NA
328,Université Paris I Panthéon-Sorbonne,0,NA,3,FR,NA,NA,NA
329,Bundesministerium der Verteidigung,0,1955,8,DE,NA,NA,NA
330,Europrop International GmbH,0,2002,1,DE,NA,NA,NA
331,Saint-Gobain,0,NA,1,FR,NA,NA,NA
332,"Cabinet du Ministre de l'Equipement, des Transports et du Logement",0,NA,1,FR,NA,NA,NA
333,"Ministère de l’Économie, des Finances et de la Souveraineté industrielle et numérique",0,NA,1,FR,NA,NA,NA
334,Anne-Sophie Aubert,2,1971,3,FR,NA,NA,NA
335,École Nationale Supérieure du Pétrole et des Moteurs,0,NA,4,FR,NA,NA,NA
336,Frequentis Defence Inc.,0,1947,2,AT,NA,NA,NA
337,Anusch Arezki,2,NA,3,DE,NA,3,NA
338,École Nationale Supérieure de Chimie de Paris (Chimie-ParisTech),0,NA,3,FR,NA,3,NA
339,Rainer Runte,1,1967,6,DE,Rechtswissenschaften,3,NA
340,TETEC AG,0,NA,1,DE,NA,NA,NA
341,CLINACT,0,1996,1,FR,NA,NA,NA
342,sarastro GmbH,0,NA,1,DE,NA,NA,NA
343,Giancarlo Ghislanzoni,1,1960,6,IT,"Betriebswirtschaftslehre,Ingenieurwesen",2,NA
344,Anwaltskanzlei Heyn Zorn Toelle,0,1948,1,DE,NA,NA,NA
345,Fresenius Group,0,1912,1,DE,NA,NA,NA
346,Ingrid Jägering,2,1966,6,DE,NA,NA,NA
347,Deloitte & Touche GmbH,0,NA,1,DE,NA,NA,NA
348,DEHOGA Baden-Württemberg,0,NA,1,DE,NA,NA,NA
349,Universität Genua,0,NA,4,IT,NA,NA,NA
350,Fresenius Medical Care,0,1996,1,DE,NA,NA,NA
351,MagForce Ag,0,1997,1,DE,NA,NA,NA
352,Mageba Group,0,1963,1,DE,NA,NA,NA
353,Donau-Universität Krems,0,NA,4,AT,NA,NA,NA
354,Oppenhoff,0,NA,1,DE,NA,NA,NA
355,Hapro Electronics AS,0,NA,1,NO,NA,NA,NA
356,Christian Karde,1,1968,3,NO,Rechtswissenschaften,2,NA
357,Harvard Law School,0,NA,4,GB,NA,NA,NA
358,Universitetet i Tromsø,0,NA,4,NO,NA,NA,NA
359,Advokatfirmaet Selmer DA,0,NA,1,NO,NA,NA,NA
360,Max-Planck-Institut Stuttgart,0,NA,8,DE,NA,NA,NA
361,Ekornes AS,0,NA,1,NO,NA,NA,NA
362,Viken Skog SA,0,NA,1,NO,NA,NA,NA
363,Eivind Reiten,1,1954,6,NO,"Ingenieurwesen,Wirtschaftswissenschaften",2,NA
364,Anne-Grete Strøm-Erichsen,2,1951,6,NO,NA,2,NA
365,Universität St. Gallen,0,NA,4,CH,NA,NA,NA
366,Merete Hverven,2,1978,6,NO,Finanzen,2,NA
367,Università del Salento,0,NA,4,IT,NA,NA,NA
368,Virginia Commonwealth University,0,NA,4,US,NA,NA,NA
369,University of Tokyo,0,NA,4,JP,NA,NA,NA
370,National Nanotechnology Laboratory,0,NA,1,IT,NA,NA,NA
371,Istituto Italiano di Tecnologia,0,NA,8,IT,NA,NA,NA
372,Michael Schoellhorn,1,NA,3,DE,Ingenieurwesen,3,NA
373,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e.V.,0,NA,7,DE,NA,NA,NA
374,Helmut-Schmidt-Universität,0,NA,4,DE,NA,NA,NA
375,Markus Diehl,1,NA,6,DE,NA,NA,NA
376,Werner Diehl,1,1946,6,DE,NA,NA,NA
377,Konstantin Diehl,1,NA,6,DE,NA,NA,NA
378,Klaus Helmrich,1,1958,6,DE,NA,2,NA
379,Frank Felix Werdin,1,1981,6,DE,NA,2,NA
380,Karl-Diehl-Stiftung,0,1987,8,DE,NA,NA,NA
381,Siemens AG,0,1847,1,DE,NA,NA,NA
382,Universität Mannheim,0,1967,4,DE,NA,NA,NA
383,Essec business school,1,1907,4,FR,NA,NA,NA
384,Jens Böhlke,1,1968,3,DE,Rechtswissenschaften,2,NA
385,Christof Bosbach,1,NA,3,DE,"Betriebswirtschaftslehre,Ingenieurwesen",3,NA
386,Dieter Landgraf,1,NA,3,DE,NA,NA,NA
387,Jürgen Reimer,1,1970,3,DE,NA,2,NA
388,Helmut Rauch,1,NA,3,DE,NA,NA,NA
389,Jörg Schuler,1,NA,3,DE,Ingenieurwesen,3,NA
390,Carsten Wolff,1,1972,3,DE,Wirtschaftswissenschaften,2,NA
391,Elisabeth Hauschild,2,NA,3,DE,NA,3,NA
392,Bernd Joeris,1,1963,3,DE,Rechtswissenschaften,2,NA
393,Michael Prymelski,1,NA,3,DE,NA,NA,NA
394,Miguel Ángel López Borrego,1,NA,3,DE,NA,NA,NA
395,Volkmar Dinstuhl,1,NA,3,DE,NA,3,NA
396,Ilse Henne,2,NA,3,DE,NA,NA,NA
397,RWTH Aachen,0,1870,4,DE,NA,NA,NA
398,Imperial College London,0,1907,4,GB,NA,NA,NA
399,Massachusetts Institute of Technology,0,1861,4,US,NA,NA,NA
400,Collège des Ingénieurs,0,1986,4,FR,NA,NA,NA
401,Schott AG,0,NA,1,DE,NA,NA,NA
402,Peter Kameritsch,2,1969,3,DE,NA,NA,NA
403,Silke Maurer,2,1967,3,DE,NA,3,NA
404,Dominique Guillet,1,1960,6,FR,NA,NA,NA
405,BSH Home Appliances,0,NA,1,DE,NA,NA,NA
406,Regina Engelstädter,2,NA,6,DE,Rechtswissenschaften,2,NA
407,Technische Universität Chemnitz,0,NA,4,DE,NA,NA,NA
408,Michael Schreyögg,2,1966,3,DE,NA,NA,NA
409,Hochschule für angewandte Wissenschaften Kempten,0,NA,4,DE,NA,NA,NA
410,Gordon Riske,2,1957,6,"US, DE",NA,NA,NA
411,DeVlieg Machine Company,0,NA,1,US,NA,NA,NA
412,KUKA Roboter GmbH,0,NA,1,DE,NA,NA,NA
413,Deutz AG,0,NA,1,DE,NA,NA,NA
414,KION GROUP AG,0,NA,1,DE,NA,NA,NA
415,Josef Mailer,1,1964,6,DE,NA,NA,NA
416,Christine Bortenlänger,2,1966,6,DE,NA,3,NA
417,Bayerische Vereinsbank AG,0,NA,1,DE,NA,NA,NA
418,Bayerische Landesbank,0,NA,1,DE,NA,NA,NA
419,Seebauer & Partner,0,NA,1,DE,NA,NA,NA
420,Bayerische Börse AG,0,NA,1,DE,NA,NA,NA
421,Mathias Noehl,1,1966,6,DE,Elektrotechnik,NA,NA
422,Johannes Bussmann,1,1969,6,DE,NA,3,NA
423,ABB Deutschland AG,0,NA,1,DE,NA,NA,NA
424,Nicolas Chamussy,1,1967,6,FR,"Ingenieurwesen,Unternehmensführung",2,NA
425,TÜV SÜD AG,0,NA,1,DE,NA,NA,NA
426,Jens Schulte,1,1971,3,DE,NA,3,NA
427,Siegfried Russwurm,1,1963,6,DE,NA,NA,NA
428,Kai Eisenblätter,1,1974,6,DE,NA,NA,NA
429,Daniele Frijia,2,1981,6,DE,NA,NA,NA
430,Marc Haltrich,1,1967,6,DE,NA,3,NA
431,Anita Heimerl,2,1964,6,DE,Ausbildung,NA,NA
432,Rainer Martens,1,1953,6,DE,NA,3,NA
433,Claudia Sowa-Frank,2,1987,6,DE,NA,NA,NA
434,Marion A. Weissenberger-Eibl,2,1966,6,DE,NA,NA,NA
435,Ute Wolf,2,1962,6,DE,Politikwissenschaft,3,NA
436,Penelope Jane Basson,2,NA,3,FR,Kommunikationswissenschaft,1,NA
437,American University of Paris,0,NA,4,FR,NA,NA,NA
438,Airbus SE,0,NA,1,FR,NA,NA,NA
439,Ben Bridge,1,NA,3,GB,NA,NA,NA
440,Daniel Hay,1,1979,6,DE,Rechtswissenschaften,3,NA
441,Martin-Luther-Universität Halle-Wittenberg,0,NA,4,DE,NA,NA,NA
442,MAN Ferrostaal AG,0,NA,1,DE,NA,NA,NA
443,Hans-Bröckler-Stiftung,0,NA,8,DE,NA,NA,NA
444,Ralf Bolm,1,1964,6,DE,NA,NA,NA
445,Heckler & Koch,0,1949,2,DE,NA,NA,0
446,Jens Bodo Koch,1,1973,3,DE,Maschinenbau,3,NA
447,Technische Universität Hamburg,0,NA,4,DE,NA,NA,NA
448,Martin Wolfgang Hoffmann,1,1982,6,DE,Systemtechnik,2,NA
449,ThyssenKrupp Marine Systems GmbH,0,2005,2,DE,NA,NA,NA
450,Continental AG,0,NA,1,DE,NA,NA,NA
451,Blohm + Voss Shipyards GmbH,0,1877,8,DE,NA,NA,NA
452,ThyssenKrupp AG,0,1999,1,DE,NA,NA,35
453,Jean-Brice Dumont,1,NA,3,FR,NA,2,NA
454,ThyssenKrupp Industrial Solutions AG,0,2014,1,DE,NA,NA,NA
455,Krupp ATLAS ELEKTRONIK GmbH,0,1902,2,DE,NA,NA,NA
456,Murat Küplemez,1,1964,6,TR,NA,NA,NA
457,Michael Mielke,1,1964,6,DE,NA,3,NA
458,IG BCE BWS GmbH,0,2005,1,DE,NA,NA,NA
459,Andreas Schnautz,1,1967,3,DE,Wirtschaftswissenschaften,2,NA
460,Deutsche Industrie- und Handelskammer,0,NA,1,DE,NA,NA,NA
461,Verband der Metall & Elektroindustrie,0,NA,7,DE,NA,NA,NA
462,Gesellschaft für Produktionsmanagement,0,NA,7,DE,NA,NA,NA
463,Dagmar Muth,2,1961,6,DE,Ausbildung,NA,NA
464,Fried. Krupp GmbH,0,NA,1,DE,NA,NA,NA
465,SAB WABCO Bergische Stahlindustrie,0,1854,8,DE,NA,NA,NA
466,Barbara Resch,2,1975,6,DE,Betriebswirtschaftslehre,1,NA
467,Steinbeis Hochschule,0,NA,4,DE,NA,NA,NA
468,Kerr McGee Pigments GmbH,0,1929,8,US,NA,NA,NA
469,Karen Florschütz,2,NA,3,DE,Industriewissenschaften,2,
470,Agfa,0,NA,1,DE,NA,NA,
471,ZV Group,0,NA,1,DE,NA,NA,
472,ElringKlinger,0,NA,1,DE,NA,NA,
473,Avery Dennison,0,1935,1,US,NA,NA,
474,Sven Schmidt,1,1975,6,DE,Ausbildung,NA,
475,KS Gleitlager GmbH,0,NA,1,DE,NA,NA,
476,Paul Hastings LLP,0,1951,1,US,NA,NA,
477,Baker & McKenzie,0,1949,1,US,NA,NA,
478,Reiner Winkler,1,1961,6,DE,Betriebswirtschaftslehre,NA,
479,Nicolaus Bocklandt,1,1957,6,BE,NA,NA,
480,Philips-Universität,0,NA,4,DE,NA,NA,
481,Giuseppe Panizzardi,1,NA,6,IT,NA,NA,
482,Stefano Pontecorvo,1,1957,6,IT,NA,NA,
483,Politecnico di Torino,0,NA,4,IT,NA,NA,
484,Trifone Altieri,1,1975,6,IT,Politikwissenschaft,NA,
485,Julia Wahl,2,NA,6,DE,NA,2,
486,Camera dei Deputatti,0,NA,8,IT,NA,NA,
487,INVIMIT SGR SpA,0,2013,8,IT,NA,NA,
488,Universität Leipzig,0,NA,4,DE,NA,NA,
489,McKinsey & Company,0,1926,1,US,NA,NA,
490,JUNGHANS Defence,0,1999,1,DE,NA,NA,
491,GHISLANZONI Advice & Investments,0,2019,1,IT,NA,NA,
492,Deutsche Mechatronics,0,1947,1,DE,NA,NA,
493,Wolfgang Büchele,1,1959,3,DE,Chemie,3,
494,Enrica Giorgetti,2,1956,6,IT,Rechtswissenschaften,2,
495,Universität Bologna,0,NA,4,IT,NA,NA,
496,Verband der Arzneimittelindustrie,0,1978,7,IT,NA,NA,
497,Bilfinger SE,0,1880,1,DE,NA,NA,
498,Webasto SE,0,1901,1,DE,NA,NA,
499,SMP Management Programm St. Gallen,0,1968,4,CH,NA,NA,
500,Fraunhofer IPT,0,1980,1,DE,NA,NA,
501,Dominique Levy,1,1969,6,IT,Betriebswirtschaftslehre,2,
502,SIG Combibloc,0,1953,1,CH,NA,NA,
503,Columbia Business School,0,NA,4,US,NA,NA,
504,Victoria and Albert Museum,0,1852,8,GB,NA,NA,
505,CDAM (UK) Limited,0,2006,1,GB,NA,NA,
506,ifm,0,1969,1,DE,NA,NA,
507,Christina Manara,2,1978,6,IT,NA,NA,
508,Rotodecor,0,2019,1,DE,NA,NA,
509,Deutsche Forschungsgemeinschaft,0,1951,1,DE,NA,NA,
510,mioty alliance,0,NA,1,DE,NA,NA,
511,Deutsches Aktieninstitut e.V.,0,1953,5,DE,NA,NA,
512,Universität Basel,0,1460,4,CH,NA,NA,
513,Friedrich-Alexander-Universität,0,1743,4,DE,NA,NA,
514,Technische Universiät Braunschweig,0,1745,4,DE,NA,NA,
515,Chemieschule Dr. Erwin Elhardt,0,NA,4,DE,NA,NA,
516,Marion Koch,2,NA,6,DE,NA,NA,
517,Universität Hannover,0,1931,4,DE,NA,NA,
518,Justus-Liebig-Universität,0,1607,4,DE,NA,NA,
519,DGB Rechtsschutz GmbH,0,1998,1,DE,NA,NA,
520,Hiltrud Werner,2,NA,6,DE,NA,2,
521,Fachhochschule für Technik,0,NA,4,DE,NA,NA,
522,ESCADA AG,0,1978,1,DE,NA,NA,
523,Jörg Schuler GmbH,0,1994,1,DE,NA,NA,
524,TCW Transfer-Centrum GmbH & Co. KG,0,NA,1,DE,NA,NA,
525,Armin Maier-Junker,1,NA,6,DE,NA,NA,
526,Jürgen Bühl,1,NA,6,DE,"Politikwissenschaft,Kommunikationswissenschaft",2,
527,Universität Kassel,0,1971,4,DE,NA,NA,
528,Karlsruher Institut für Technologie,0,1825,1,DE,NA,NA,
529,Deutsche Bank AG,0,1870,1,DE,NA,NA,
530,Marcello Sala,1,1968,6,IT,NA,NA,
531,Deutsche Telekom AG,0,1995,1,DE,NA,NA,
532,Metro AG,0,2017,1,DE,NA,NA,
533,Università Cattolica del Sacro Cuore,0,NA,4,IT,NA,NA,
534,RAG Aktiengesellschaft,0,1968,1,DE,NA,NA,
535,Evonik Industries AG,0,2007,1,DE,NA,NA,
536,Berufsakademie Mannheim,0,1974,4,DE,NA,NA,
537,Universität Toronto,0,1827,4,CA,NA,NA,
538,Universität Erftstadt,0,NA,4,DE,NA,NA,
539,Universität Linz,0,1966,4,AT,NA,NA,
540,Universität Shanghai,0,1996,4,CN,NA,NA,
541,KID-Systeme GmbH,0,1985,1,DE,NA,NA,
542,BDLI,0,1951,7,DE,NA,NA,
543,VDO,0,1929,1,DE,NA,NA,
544,Nordakademie Elmshorn,0,1992,4,DE,NA,NA,
545,Norma Group SE,0,1896,1,DE,NA,NA,
546,Universität Gent,0,1817,4,BE,NA,NA,
547,Universität Leuven,0,1425,4,BE,NA,NA,
548,EBS Universität für Wirtschaft und Recht,0,1971,4,DE,NA,NA,
549,"Goldman, Sachs & Co. oHG",0,1869,1,US,NA,NA,
550,Universität Erlangen-Nürnberg,0,1743,4,DE,NA,NA,
551,Universität Witten/Herdecke,0,1982,4,DE,NA,NA,NA
552,Philippe Petitcolin,1,1952,3,FR,NA,NA,NA
553,Jürgen Cammann,1,NA,3,DE,NA,3,NA
554,Ingrid Jaegering,2,1967,3,DE,Betriebswirtschaftslehre,NA,NA
555,Antoine Bouvier,1,1959,3,FR,Betriebswirtschaftslehre,NA,NA
556,Felix Bode,1,1971,3,DE,NA,NA,NA
557,Philippe Balducchi,1,1964,3,FR,"Ingenieurwesen,Verwaltungswissenschaft",2,NA
558,Alexandre Lahousse,1,1976,3,FR,Maschinenbau,NA,NA
559,Werner Frank,1,NA,3,DE,Wirtschaftswissenschaften,2,NA
560,Pierre Jeannin,1,NA,3,FR,NA,NA,NA
561,Nick Surber,1,1967,6,NL,Rechtswissenschaften,NA,NA
562,Ralf Ketzel,1,1959,6,DE,"Maschinenbau,Betriebswirtschaftslehre",2,NA
563,Marcel Grisnigt,1,1964,6,NL,Verwaltungswissenschaft,2,NA
564,Christophe Ramaen,1,1969,6,FR,Ingenieurwesen,NA,NA
565,Stefan Fontanari,1,NA,6,FR,Ingenieurwesen,NA,NA
566,Universität Siegen,0,NA,4,DE,NA,NA,NA
567,Kongsberg College of Engineering,0,NA,4,NO,NA,NA,NA
568,Technische Universität Dresden,0,NA,4,DE,NA,NA,NA
569,Europäisches Patentamt,0,1977,1,DE,NA,NA,NA
570,Linde AG,0,1879,1,DE,NA,NA,
571,Koninklijke Militaire Academie,0,1828,4,NL,NA,NA,
572,BenQ Corporation,0,1984,1,TW,NA,NA,
573,Brose Group,0,1906,1,DE,NA,NA,
574,A2SEA A/S,0,2000,1,DK,NA,NA,
575,MAN Diesel & Turbo,0,2010,1,DE,NA,NA,
576,Grotius Academy - Mergers & Acquisitions,0,NA,4,NL,NA,NA,
577,Universiteit Leiden,0,NA,4,NL,NA,NA,
578,Van der Steenhoven Kolle & Gilhuis Advocaten,0,NA,1,NL,NA,1,
579,Nederlands Fotomuseum,0,NA,8,NL,NA,NA,
580,BarentsKrans N.V.,0,NA,1,NL,NA,NA,
581,WIFT (Women In Foreign Trade),0,2014,8,DE,NA,NA,
582,Instituut Defensie Leergangen,0,NA,4,NL,NA,NA,
583,Leoni,0,1917,1,DE,NA,NA,
584,Osram,0,1919,1,DE,NA,NA,
585,Ostbayerische Technische Hochschule Regensburg,0,1971,4,DE,NA,NA,
586,SAF-Holland SE,0,2005,1,DE,NA,NA,
587,WEGMANN automotive,0,1882,1,DE,NA,NA,
588,STIHL,0,1926,1,DE,NA,NA,NA
589,ENSTA Bretagne,0,1971,4,FR,NA,NA,NA
590,Airbus Canada LP,0,2016,1,CA,NA,NA,NA
591,HEC Paris,0,1881,4,FR,NA,NA,NA
592,ENAC,0,1949,4,FR,NA,NA,NA
593,École de guerre,0,1876,4,FR,NA,NA,NA
594,École Pratique des Hautes Études,0,1868,4,FR,NA,NA,NA
595,Universität Bayreuth,0,1975,4,DE,NA,NA,NA
596,Astrium,0,2000,1,FR,NA,NA,NA
597,Cabinet du ministre de la Defense,0,NA,8,FR,NA,NA,NA
598,Harvard Business School,0,1908,4,US,NA,NA,NA
599,École National Supérieure de Techniques Avancées,0,1741,4,FR,NA,NA,NA
600,Sciences Po,0,1872,4,FR,NA,NA,NA
601,DGA - Direction générale de l'armement,0,NA,4,FR,NA,NA,NA
602,Università degli Studi di Trento,0,NA,4,IT,NA,NA,NA
603,Università degli Studi di Padova,0,NA,4,IT,NA,NA,NA
604,del favero spa,0,NA,1,IT,NA,NA,NA
605,Consorzio Cavatori Produttori Porfido,0,NA,1,IT,NA,NA,NA
606,Quarella spa,0,NA,1,IT,NA,NA,NA
607,Grein Italia SRL,0,NA,1,IT,NA,NA,NA
608,Ideal Work SRL,0,NA,1,IT,NA,NA,NA
609,ENA,0,1945,4,FR,NA,NA,NA
610,Cour des comptes,0,1807,8,FR,NA,NA,NA
611,Aerospatiale,0,1970,1,FR,NA,NA,NA
612,ATR,0,1982,1,FR,NA,NA,NA
613,Airbus Helicopters,0,1992,1,FR,NA,NA,NA
614,Merck,0,1668,1,DE,NA,NA,NA
615,Wegmann Holding,0,1981,1,DE,NA,NA,NA
616,Gelita,0,1875,1,DE,NA,NA,NA
617,Kemira,0,1920,1,FI,NA,NA,NA
618,Ost-Ausschuss der Deutschen Wirtschaft,0,NA,1,DE,NA,NA,NA
619,BorsodChem,0,1949,1,HU,NA,NA,NA
620,Nexter Systems,0,2006,2,FR,NA,NA,NA
621,Giat Industries,0,1991,2,FR,NA,NA,NA
622,Eurenco,0,2004,1,FR,NA,NA,NA
623,Lycée Polyvalent Paul Constans,0,NA,4,FR,NA,NA,NA
624,Arts et Métiers ParisTech,0,1780,4,FR,NA,NA,NA
625,Forschungszentrum Karlsruhe,0,1956,4,DE,NA,NA,NA
626,Bundesverband der Deutschen Sicherheits- und Verteidigungsindustrie e.V.,0,2009,7,DE,NA,NA,NA
627,Aerospace Space and Defence Industries Association of Europe (ASD),0,2004,7,BE,NA,NA,NA